case,task,task_version,system,display_system,trial_id,answer_sha256,config_id,requested_model,observed_model_ids,source_priority,current_status,current_judge_label,status,selected_judge_label,selected_judge_commit,code_identity,fallback_relation,criterion_scores,original_points,focus50_points,focus60_points,focus70_points,passing_original,passing50,passing60,passing70,receipt,previous_snapshot_record,technical_reason
A2-claude-R06,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__ooELUEe,646f9a379a6d1a1782ec5f8391cd164aaeed21540d90c5d0f00addf77b9fe6e8,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-claude-R05,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__kvS2xLs,3c7f9b7cdb128eab2ae24659d5f6a6512fbe54333f6a9f6aabfb1055f11a873e,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-claude-R04,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__gQJCtA3,35989e3f33dbf1d59c32bf9ae7dbff2e10aae35f5faad39c6caa52860d16a0d0,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-a1-v1.3-proven-formula-defects,SCORED,new6-a1-v1.3-proven-formula-defects,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""0.5303030303030303"", ""R003"": ""0.4084507042253521"", ""R006"": ""0.0"", ""R004"": ""0.3870967741935484"", ""R005"": ""0.9702380952380952""}",49.8261674150474695,47.2608235698876319230769230769230769230769230769,45.5505943397810735384615384615384615384615384615,43.8403651096745151538461538461538461538461538462,False,False,False,False,receipts/A1-claude-R04.json,,
A2-claude-R07,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__TAhNjFa,d1b029c169727dd7d4f2e8cefdcb1df9a4247b14ec381460a0b74018bea6bb84,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-claude-R02,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__Pzs2T3q,ab6457e024e0c756637af408d6992889cb42488d2a9f87e84f4e0cffc23bfdc5,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-claude-R05,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__UPbBSZY,f985b7fb86b215f8d79c914031902c2fcd2412b29a3a3e6e2b99080eaaf584c1,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-a1-v1.3-proven-formula-defects,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-claude-R02,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__d2n7Tg4,25b8a2e9c080a9efdb5867b58853babd7ec5dfc9aa0a63b8385cad2d2b80410d,763cb251b6b4825d,claude-opus-5,claude-opus-5,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-a1-v1.3-proven-formula-defects,SCORED,new6-a1-offline-v1.4-base-controls,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.8571428571428571"", ""R002"": ""1.0"", ""R003"": ""0.8169014084507042"", ""R006"": ""0.0"", ""R004"": ""0.4220430107526882"", ""R005"": ""0.9900793650793651""}",69.6313589421835675,63.3020378959724719230769230769230769230769230769,59.0824905318317415384615384615384615384615384615,54.8629431676910111538461538461538461538461538462,False,False,False,False,receipts/A1-claude-R02.json,,
C2-claude-R01,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__4SQvB5E,88a234bfa5096a487fd66b5682d89c7c38508b2339f5b24873869e852cf3e52d,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-claude-R01,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__pigPJxX,6c48f1b571c0eb6cf13d3946e64695175b45d0786dcf63017c3e20db21abedab,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-a1-v1.3-proven-formula-defects,SCORED,new6-a1-v1.3-proven-formula-defects,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""0.8450704225352113"", ""R006"": ""0.0"", ""R004"": ""0.8440860215053764"", ""R005"": ""1.0""}",86.4444192033924,85.9746152681182246153846153846153846153846153846,85.6614126446021076923076923076923076923076923077,85.3482100210859907692307692307692307692307692308,True,True,True,True,receipts/A1-claude-R01.json,,
A1-claude-R07,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__GGtFCUy,f97bce7e50e0c78ed56fc58a46621da06539e14870104fb557c95505fe038f44,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-a1-v1.3-proven-formula-defects,SCORED,new6-a1-v1.3-proven-formula-defects,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""0.4772727272727273"", ""R003"": ""0.4084507042253521"", ""R006"": ""0.0"", ""R004"": ""0.20698924731182797"", ""R005"": ""0.9603174603174602""}",42.14704322382650445,37.1974774178318027307692307692307692307692307692,33.8977668805020015846153846153846153846153846154,30.5980563431722004384615384615384615384615384615,False,False,False,False,receipts/A1-claude-R07.json,,
B1-claude-R07,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__6WPZDyV,96ed6b6d7d49bfdce88d7601eab5c94f9a5d1fe386a0df206ef83fcca5bcadb2,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b1-reader-v2.5-declared-traceability,SCORED,new6-b1-reader-v2.5-declared-traceability,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.3576715280300353"", ""R002"": ""0.01439165831636654"", ""R003"": ""0.999810606060606"", ""R004"": ""0.42054263565891475"", ""R005"": ""0.5"", ""R006"": ""0.5161341496545835"", ""R007"": ""1.0"", ""R008"": ""1.0""}",62.71177479811771685,71.3167498447059360384615384615384615384615384615,77.0533998757647488307692307692307692307692307692,82.7900499068235616230769230769230769230769230769,False,True,True,True,receipts/B1-claude-R07.json,,
B1-claude-R04,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__Ra6Hmef,80918d67927f5e4542078129f0b98545f17320a1b7fe7fc3841044ba8aa4b10d,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-claude-R03,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__kjgYY3u,246d785f9d1a9a0ccd9cac39614d7654dab019a48d3e97fccf010706a4226915,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-claude-R03,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__VK5B9MC,d8b22414378d36581fa3cc61255b7da7d3f29a3b3fd62a1241b0850276e0800b,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-claude-R08,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__ym4Nucw,ed1d582681a5163f1e202e06fbd332f4c66f9338f1198543d3dc13edda244c33,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""0"", ""R005"": ""1"", ""R006"": ""0.9615384615384615384615384615""}",64.8076923076923076923076923075,49.8520710059171597633136094673076923076923076923,39.8816568047337278106508875738461538461538461538,29.9112426035502958579881656803846153846153846154,False,False,False,False,receipts/C2-claude-R08.json,,
B1-claude-R05,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__aA5LxC7,,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,OUTPUT_MISSING,new6-b1-reader-v2.5-declared-traceability,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A2-claude-R01,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__foZNQkz,7a9814742dd06dd78c26ba3b7c731fdc7096f2b77489fe0e232c9bd2f4352069,763cb251b6b4825d,claude-opus-5,claude-opus-5,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,SCORED,new6-a2-offline-v1.4-report-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""1"", ""R002"": ""0.2647058823529411764705882352941176470588"", ""R003"": ""0"", ""R004"": ""0.2189781021897810218978102189781021897810"", ""R005"": ""0.1923076923076923076923076923076923076923"", ""R006"": ""0.4210526315789473684210526315789473684211""}",31.711069545581759994993594234289359823245,28.031097298105388318038879608109682006315625,26.8044398822799310923873080660497894006725,25.577782466454473866735736523989896795029375,False,False,False,False,receipts/A2-claude-R01.json,,
B1-claude-R08,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__kPxWvsW,3cf222ff506e2667b025e1ebaaa593bcb3437b145bbb5518ade00a52da75670e,763cb251b6b4825d,claude-opus-5,claude-opus-5,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,SCORED,release_lock:new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.35234029340992007"", ""R002"": ""0.009472636815920397"", ""R003"": ""1.0"", ""R004"": ""0.5910852713178295"", ""R005"": ""0.5"", ""R006"": ""0.5142552200574401"", ""R007"": ""0.3333333333333333"", ""R008"": ""1.0""}",48.464891429840862355,49.3685978031742891741758241758241758241758241758,49.9710687187299070536263736263736263736263736264,50.5735396342855249330769230769230769230769230769,False,False,False,False,receipts/B1-claude-R08.json,,
A2-claude-R02,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__Mq5NNBj,b4c272fbb0eb6f0b2f8ff87b6d23e94b8f958aa91d818c7d84badd0047eee8fc,763cb251b6b4825d,claude-opus-5,claude-opus-5,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,SCORED,new6-a2-offline-v1.4-report-roles,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""1"", ""R002"": ""0.25"", ""R003"": ""0"", ""R004"": ""0.2883211678832116788321167883211678832117"", ""R005"": ""0.1826923076923076923076923076923076923077"", ""R006"": ""0.5263157894736842105263157894736842105263""}",33.061463843494193090812376252253317178404,31.47545869780430863796211471970211885694125,30.946790315907680487012027542185052749787,30.41812193401105233606194036466798664263275,False,False,False,False,receipts/A2-claude-R02.json,,
A2-claude-R04,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__ZEaqiJG,c8be197c67bad2e43b5d83f961b87f6517b2c2d6058d63dcfcbda0cb4fac9280,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-claude-R02,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__hTbK4kn,e3c3e70535bdf0a2909777b45b11f74da403a1bcbbfe03f98945aa430a0a3875,763cb251b6b4825d,claude-opus-5,claude-opus-5,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,release_lock:new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""0.2448979591836734693877551020"", ""R004"": ""0.2727272727272727272727272727"", ""R005"": ""0.8461538461538461538461538462"", ""R006"": ""0.9615384615384615384615384615""}",66.032895675752818609961467103,57.0882414289007695601102194492307692307692307692,51.1251385976660701935427210133846153846153846154,45.1620357664313708269752225775384615384615384615,False,False,False,False,receipts/C2-claude-R02.json,,
B1-claude-R06,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__48RD98S,1d47e9fc866fc10773f08cec50197e2dbdff90fda79e51f2ec7636858b63b12e,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b1-reader-v2.5-declared-traceability,SCORED,new6-b1-reader-v2.5-declared-traceability,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""0.3534065403339431"", ""R002"": ""0.010460421215512114"", ""R003"": ""0.6828598484848485"", ""R004"": ""0.5717054263565892"", ""R005"": ""0.5"", ""R006"": ""0.5146433284172941"", ""R007"": ""0.9444444444444444"", ""R008"": ""1.0""}",60.30876601180160441,68.5525306317887792164835164835164835164835164835,74.0483737117802290874725274725274725274725274725,79.5442167917716789584615384615384615384615384615,False,False,True,True,receipts/B1-claude-R06.json,,
A2-claude-R03,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__XNZRoso,e46b61db0c8d1383ab0644d3984643c49561a40247cd45f15f8cab21ca1d974c,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-claude-R01,B1,new6-b1-v2,claude,Opus 5,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__iwHy9vB,c16fa8d3bfbfbd1658ccafe71db2481146f2dc2df82a6bdf1ee49bb752c37c47,763cb251b6b4825d,claude-opus-5,claude-opus-5,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A2-claude-R08,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__ayigMop,,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-claude-R04,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__JGUuWFH,,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,OUTPUT_MISSING,new6-usps-facts-v2.4-natural-quote-layouts,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-claude-R08,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__UavGXSg,f3afe61c9084149abc0b472f3d99ffbdeafa45fe24f88eab5e5dfa354c67540d,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-a1-v1.3-proven-formula-defects,SCORED,new6-a1-v1.3-proven-formula-defects,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""0.6742424242424242"", ""R003"": ""0.323943661971831"", ""R006"": ""0.0"", ""R004"": ""0.3629032258064516"", ""R005"": ""0.8472222222222222""}",50.272657859834142,47.0459651030982230769230769230769230769230769231,44.8948365986076104615384615384615384615384615385,42.7437080941169978461538461538461538461538461538,False,False,False,False,receipts/A1-claude-R08.json,,
C2-claude-R06,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__ADaM4ZC,72a562445127c85bea8ba5237cdc04a9e11fb45f7a899c4f921adb9e8ecee61f,763cb251b6b4825d,claude-opus-5,claude-opus-5,2_SAME_ORIGINAL_FIXED_SUCCESS,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,release_lock:new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,LOCKED_COMMIT_AND_RELEASE,same trial and original hash; current status retained,"{""R001"": ""0.8958333333333333333333333333"", ""R002"": ""1"", ""R003"": ""0.2244897959183673469387755102"", ""R004"": ""0.1818181818181818181818181818"", ""R005"": ""0.8846153846153846153846153846"", ""R006"": ""0.9615384615384615384615384615""}",59.193470220255934541648827361,49.7292428267702992977718252423076923076923076923,43.4197578977798758018538238298461538461538461538,37.1102729687894523059358224173846153846153846154,False,False,False,False,receipts/C2-claude-R06.json,,
A2-claude-R05,A2,new6-a2-v1.0-zambia,claude,Opus 5,NEW6-A-MACRO-SCENARIO-001-CLAUDE__nYyXtGY,fabc4628e85d79e1dcf8fcd7a5f4ef8a9280c220f6b28512dbbe6164107efa50,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-claude-R06,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__cPm7haV,958f837e9a99b0158716cfa8f399c3f7ee700be4686d7f34728124408ea2dace,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-a1-v1.3-proven-formula-defects,SCORED,new6-a1-v1.3-proven-formula-defects,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""0.2535211267605634"", ""R006"": ""0.0"", ""R004"": ""0.45698924731182794"", ""R005"": ""0.9384920634920635""}",60.7575065085855634,57.2824491753387704615384615384615384615384615385,54.9657442865075751692307692307692307692307692308,52.6490393976763798769230769230769230769230769231,False,False,False,False,receipts/A1-claude-R06.json,,
C2-claude-R07,C2,new6-c2-natural-v2,claude,Opus 5,NEW6-C-PARCEL-TARIFF-001-CLAUDE__twHWxPA,,763cb251b6b4825d,claude-opus-5,claude-opus-5-thinking-high,UNSCORED,OUTPUT_MISSING,new6-usps-facts-v2.4-natural-quote-layouts,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-claude-R03,A1,new6-a1-v1.1-historical-rate,claude,Opus 5,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__Cd3aHWa,bcb5f63d83fbc21ab4d9cd6a8042a22eeede1ab5d162ec8bf9afc6bf4332905c,763cb251b6b4825d,claude-opus-5,claude-opus-5,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-a1-v1.3-proven-formula-defects,SCORED,new6-a1-v1.3-proven-formula-defects,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""0.16666666666666666"", ""R003"": ""0.2676056338028169"", ""R006"": ""0.0"", ""R004"": ""0.25806451612903225"", ""R005"": ""0.7490079365079365""}",32.29607708977881575,30.7984712104998332692307692307692307692307692308,29.8000672909805116153846153846153846153846153846,28.8016633714611899615384615384615384615384615385,False,False,False,False,receipts/A1-claude-R03.json,,
B1-qwen-R05,B1,new6-b1-v2,qwen,Qwen 3.8,N6GPAR-B1-QWEN-R05__nvzJDsc,ec08871e24c73c556d6e1c8fcf43e36ecf2c5d1ceac9d6a2811510116c3788be,8bc199823babfb1b,openai/qwen3.8-max,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b1-reader-v2.5-declared-traceability,SCORED,new6-b1-reader-v2.5-declared-traceability,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""1.0"", ""R005"": ""0.975"", ""R006"": ""1.0"", ""R007"": ""1.0"", ""R008"": ""1.0""}",99.8,99.8461538461538461538461538461538461538461538462,99.8769230769230769230769230769230769230769230769,99.9076923076923076923076923076923076923076923077,True,True,True,True,receipts/B1-qwen-R05.json,,
C2-qwen-R04,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6BUDGET-C2-QWEN-R04__YvUJuMX,16accf756f6ff7531b8b433db8e21af7173e57bd9c661576eb772dddab080158,e5c00a4b8d2c76fd,openai/qwen3.8-max,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""0.9615384615384615384615384615""}",99.8076923076923076923076923075,99.8520710059171597633136094673076923076923076923,99.8816568047337278106508875738461538461538461538,99.9112426035502958579881656803846153846153846154,True,True,True,True,receipts/C2-qwen-R04.json,,
C2-qwen-R01,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6BUDGET-C2-QWEN-R01__pJ77K3R,,e5c00a4b8d2c76fd,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-usps-facts-v2.4-natural-quote-layouts,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A1-qwen-R07,A1,new6-a1-v1.1-historical-rate,qwen,Qwen 3.8,NEW6-A-FIN-RESTORE-001-QWEN-R07__AygCGu8,,65581815cf47cb5d,openai/qwen3.8-max,,UNSCORED,OUTPUT_MISSING,new6-a1-v1.3-proven-formula-defects,OUTPUT_MISSING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-qwen-R04,B1,new6-b1-v2,qwen,Qwen 3.8,N6GPAR-B1-QWEN-R04__mXF78nM,cbe3a1720f719f3ed1afac1fdd0db44bb28790bea4939c5cdd65a846dc51f861,8bc199823babfb1b,openai/qwen3.8-max,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-b1-reader-v2.5-declared-traceability,SCORED,new6-b1-reader-v2.5-declared-traceability,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""1.0"", ""R005"": ""1.0"", ""R006"": ""1.0"", ""R007"": ""1.0"", ""R008"": ""1.0""}",100,100,100,100,True,True,True,True,receipts/B1-qwen-R04.json,,
A2-qwen-R03,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__fnKncWa,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
B1-qwen-R03,B1,new6-b1-v2,qwen,Qwen 3.8,N6BUDGET-B1-QWEN-R03__fnWfwXa,a9b8a040e07578ead35e53b0879d9cf4008958b0e58ac4ec32d84d8485d658ba,e5c00a4b8d2c76fd,openai/qwen3.8-max,,UNSCORED,JUDGE_ERROR,new6-b1-reader-v2.5-declared-traceability,JUDGE_ERROR,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
A2-qwen-R05,A2,new6-a2-v1.0-zambia,qwen,Qwen 3.8,NEW6-A-MACRO-SCENARIO-001-QWEN-R__Y4Ji4hY,,cbe37eb4b4cfc204,openai/qwen3.8-max,,UNSCORED,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,,,,,,,,,,,,
C2-qwen-R07,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6BUDGET-C2-QWEN-R07__GbGdnth,ca7ab5ad6ea25e1a81849101efec9fc7511f65a7d112d321ae2b835096857ae1,e5c00a4b8d2c76fd,openai/qwen3.8-max,,1_CURRENT_DECLARED_SUCCESS,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,LABEL_ONLY_NO_IMMUTABLE_COMMIT_ATTESTED,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""1""}",100,100,100,100,True,True,True,True,receipts/C2-qwen-R07.json,,
