case,task,task_version,system,display_system,trial_id,answer_sha256,config_id,requested_model,observed_model_ids,source_priority,current_status,current_judge_label,status,selected_judge_label,selected_judge_commit,code_identity,fallback_relation,criterion_scores,original_points,focus50_points,focus60_points,focus70_points,passing_original,passing50,passing60,passing70,receipt,previous_snapshot_record,technical_reason,generation_outcome_kind,upstream_exception_type,input_source_kind,terminal_finished_at,difficulty_sample_certified
B2-qwen-R08,B2,new6-b2-three-release-v3,qwen,Qwen 3.8,N6SIX-B2-QWEN-R08__aohdaFa,fa318bb347d7785915a3475ccc76e161c5b4b4070bd55b8a712d6696481d0902,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,SCORED,new6-b2-three-release-v3.3-authority-chart-series,SCORED,new6-b2-three-release-v3.3-authority-chart-series,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,"{""R001"": ""1.0"", ""R002"": ""1.0"", ""R003"": ""1.0"", ""R004"": ""1.0"", ""R005"": ""1.0""}",100,100,100,100,True,True,True,True,receipts/B2-qwen-R08.json,,,TERMINAL_ARTIFACT_WITHOUT_RECORDED_EXCEPTION,,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T02:57:13.967104Z,False
C1-qwen-R01,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6C1IMAGE-C1-QWEN-R01__W3nENQW,5f7f8654103eacaee062b81a176b17b2315b6e366b68925e42618a2da8d2b6ff,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C1-qwen-R01.json,,"Material result labels cannot be safely bound: [{'sheet': 'Cover', 'label': 'Movement in cost limit (current - original printed)'}, {'sheet': 'Cover', 'label': 'Asbestos removal option - outside current cost limit'}, {'sheet': 'Reconciliation', 'label': 'Original printed cost limit'}]",SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,UnknownApiError,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T03:41:46.780056Z,False
C1-qwen-R02,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R02__eWXn9B2,962391b0e74abca624410b03ac8aacfc94f6feee4479f049781969e608b2e3fd,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C1-qwen-R02.json,,"Material natural-review label remains unbound: [{'sheet': 'Cost Breakdown', 'label': 'Total provisional sums (memorandum — within elemental costs)', 'header': {'label': 2, 'printed': 3, 'working': 4}, 'context': 'Cost Breakdown Source: OCE RevA, Basis of Estimate'}, {'sheet': 'Reconciliation', 'label': 'Recalculated original cost limit (Inflation Excluded)', 'header': {'label': 1, 'printed': 2}, 'context': 'Reconciliation 2. BRIDGE — MOVEMENT IN THE COST LIMIT (full precision, from the recalculated original position)'}, {'sheet': 'Reconciliation', 'label': 'Main Contractors O&P (10%) on the elemental movement', 'header': {'label': 1, 'printed': 2}, 'context': 'Reconciliation 2. BRIDGE — MOVEMENT IN THE COST LIMIT (full precision, from the recalculated original position)'}]",SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,UnknownApiError,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T03:30:39.493232Z,False
C1-qwen-R03,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R03__dHeCevY,1e58c4db541b85c34861c79ceba46619c7f98bb865d42e826d46c787f66bc992,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C1-qwen-R03.json,,"Material result labels cannot be safely bound: [{'sheet': 'Source References', 'label': 'Current package price — heating & ASHP scope'}, {'sheet': 'Source References', 'label': 'Earlier review price — heating & ASHP scope (superseded)'}, {'sheet': 'Source References', 'label': 'Printed cost limit (inflation excluded)'}]",TERMINAL_ARTIFACT_WITHOUT_RECORDED_EXCEPTION,,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T03:50:08.784841Z,False
C1-qwen-R04,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R04__tFc9yNi,226c99d652f9f4a8bec8e51aac9ba0d612406fcd95b7196efe2c9bbc5275e376,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C1-qwen-R04.json,,"A material candidate table remains unbound: ['Reconciliation', 'Source References']",TERMINAL_ARTIFACT_WITHOUT_RECORDED_EXCEPTION,,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T03:56:39.225399Z,False
C1-qwen-R05,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R05__5BrpuSb,e412f4de88b77b7369d0684fee8b0bdbe3b97a1154bd9b580b9b34868f3ccf5e,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C1-qwen-R05.json,,"A material candidate table remains unbound: ['Cost Summary', 'Elemental Analysis', 'Working Calculation', 'Reconciliation']",SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,UnknownApiError,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T04:14:26.451264Z,False
C1-qwen-R06,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R06__MV7LTms,148f9fe1dbdc325659a8ab3f16e102590680818669b09392f4311ac189235628,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C1-qwen-R06.json,,A material candidate table remains unbound: ['Working Calculation'],SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,UnknownApiError,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T04:50:10.695733Z,False
C1-qwen-R07,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6GPAR-C1-QWEN-R07__XSALYvR,6734bec6dadda22cd1f9318556a708f4159f770b4d54899660e214760e121066,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,JUDGE_ERROR,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C1-qwen-R07.json,,"A material candidate table remains unbound: ['Cost Breakdown', 'Working Calculation', 'Reconciliation', 'Provisional Sums']",SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,UnknownApiError,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T05:14:27.084700Z,False
C1-qwen-R08,C1,new6-c1-revision-v2,qwen,Qwen 3.8,N6SIX-C1-QWEN-R08__AKNpNV5,64de2384430268b1864f36166d4768466389bb1af894bc12b2144d627366bbc8,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,SCORED,new6-c1-review-facts-v2.5-precision-views,SCORED,new6-c1-review-facts-v2.5-precision-views,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,"{""R001"": ""0.9801324503311258278145695364238410596026"", ""R002"": ""1"", ""R003"": ""0.9629629629629629629629629629629629629630"", ""R004"": ""0"", ""R005"": ""0.7391304347826086956521739130434782608696"", ""R006"": ""0.9729729729729729729729729729729729729730""}",79.880861281667501074353939312188664333785,78.5036725578044322645531974642253939691330769230769230769231,77.5855467418957197246860362322498803926984615384615384615385,76.6674209259870071848188750002743668162638461538461538461538,True,True,True,True,receipts/C1-qwen-R08.json,,,SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,UnknownApiError,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T02:58:58.168748Z,False
C2-qwen-R01,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6GPAR-C2-QWEN-R01__rbAkKmj,eb3e097e414b89fad77928b7ee2a4aaca0a9d8fee02668c53dcbd7d6a21fade6,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C2-qwen-R01.json,,,TERMINAL_ARTIFACT_WITHOUT_RECORDED_EXCEPTION,,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T05:11:40.377496Z,False
C2-qwen-R02,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6GPAR-C2-QWEN-R02__kJLLMY6,97026f4ec058b685b4b13b8b3422353844550406427b2f557e62484e36c2aaa6,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""0.9795918367346938775510204082"", ""R004"": ""0.7272727272727272727272727273"", ""R005"": ""0.9615384615384615384615384615"", ""R006"": ""1""}",90.058156129584701013272441845,86.0587214982819378423774028184615384615384615384615384615385,83.3924317440800957284473768007692307692307692307692307692308,80.7261419898782536145173507830769230769230769230769230769231,True,True,True,True,receipts/C2-qwen-R02.json,,,SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,UnknownApiError,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T05:45:29.089246Z,False
C2-qwen-R03,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__8jCvfpU,6cc1e8135a1a80854c6b0a0d8a0e5a33efa55e6d44a4a63e42681ea9b1c5b305,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""0"", ""R004"": ""0"", ""R005"": ""0.03846153846153846153846153846"", ""R006"": ""0.9615384615384615384615384615""}",49.9999999999999999999999999998,38.4615384615384615384615384613846153846153846153846153846154,30.7692307692307692307692307691076923076923076923076923076923,23.0769230769230769230769230768307692307692307692307692307692,False,False,False,False,receipts/C2-qwen-R03.json,,,TERMINAL_ARTIFACT_WITHOUT_RECORDED_EXCEPTION,,POSTRUN_COLLECTED_APP_INPUT,2026-09-05T22:12:39.373791Z,False
C2-qwen-R04,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6BUDGET-C2-QWEN-R04__YvUJuMX,16accf756f6ff7531b8b433db8e21af7173e57bd9c661576eb772dddab080158,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""0.9615384615384615384615384615""}",99.8076923076923076923076923075,99.8520710059171597633136094673076923076923076923076923076923,99.8816568047337278106508875738461538461538461538461538461538,99.9112426035502958579881656803846153846153846153846153846154,True,True,True,True,receipts/C2-qwen-R04.json,,,TERMINAL_ARTIFACT_WITHOUT_RECORDED_EXCEPTION,,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T00:54:58.650504Z,False
C2-qwen-R05,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__VRwZ5X2,e0f017b34058a27b47c9fd0d393109d901125baedd7ca2c3ff5f9971e4980d99,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C2-qwen-R05.json,,,SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,AgentTimeoutError,POSTRUN_COLLECTED_APP_INPUT,2026-09-05T22:34:19.226600Z,False
C2-qwen-R06,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__kfEkG6y,9b61bb7b40d0f9e705a352502cc110dcdd44b7f6e865b3fe6079a70437af0b68,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,,,,,,,,,,receipts/C2-qwen-R06.json,,,SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,AgentTimeoutError,POSTRUN_COLLECTED_APP_INPUT,2026-09-05T22:53:24.730801Z,False
C2-qwen-R07,C2,new6-c2-natural-v2,qwen,Qwen 3.8,N6BUDGET-C2-QWEN-R07__GbGdnth,ca7ab5ad6ea25e1a81849101efec9fc7511f65a7d112d321ae2b835096857ae1,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,"{""R001"": ""1"", ""R002"": ""1"", ""R003"": ""1"", ""R004"": ""1"", ""R005"": ""1"", ""R006"": ""1""}",100,100,100,100,True,True,True,True,receipts/C2-qwen-R07.json,,,TERMINAL_ARTIFACT_WITHOUT_RECORDED_EXCEPTION,,POSTRUN_COLLECTED_APP_INPUT,2026-09-06T00:57:32.093937Z,False
C2-qwen-R08,C2,new6-c2-natural-v2,qwen,Qwen 3.8,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__SogAnJ9,b6393015c9f8ce988c953cc0777dce32dee3c519731be504f7eed32da2ad2ec2,,openai/qwen3.8-max,NOT_CERTIFIED,CURRENT_FINAL_COHORT_OFFLINE_REPLAY,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,,PER_TASK_REPLAY_SNAPSHOT_FILE_HASHES,,"{""R001"": ""0"", ""R002"": ""0.04"", ""R003"": ""0.9795918367346938775510204082"", ""R004"": ""0.7272727272727272727272727273"", ""R005"": ""0.9615384615384615384615384615"", ""R006"": ""1""}",45.458156129584701013272441845,51.7510291905896301500697105107692307692307692307692307692308,55.9462778979262495746012229546153846153846153846153846153846,60.1415266052628689991327353984615384615384615384615384615385,False,False,False,False,receipts/C2-qwen-R08.json,,,SCOREABLE_ARTIFACT_WITH_UPSTREAM_EXCEPTION,AgentTimeoutError,POSTRUN_COLLECTED_APP_INPUT,2026-09-05T23:13:50.304537Z,False
