case,task,task_version,system,trial_id,config_id,requested_model,observed_model_ids,model_identity_status,answer_sha256,source,current_judge_version,current_status,status,counts_as_independent_attempt,previous_available_status,previous_judge_version,judge_commit,judge_release,source_score_decimal,judge_evaluated_this_release,judge_version,receipt_origin,reason,original,score_50,score_60,pass_50,pass_60,pass_original,response_identity
A1-claude-R01,A1,new6-a1-v1.1-historical-rate,claude,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__pigPJxX,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,6c48f1b571c0eb6cf13d3946e64695175b45d0786dcf63017c3e20db21abedab,current,new6-a1-v1.3-proven-formula-defects,SCORED,SCORED,True,SCORED,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.8644441920339240,True,new6-a1-offline-v1.4-base-controls,new_fixed_judge,,0.864444192033924,0.859746152681182246153846153846153846153846153846,0.856614126446021076923076923076923076923076923077,True,True,True,claude-opus-5
A1-claude-R07,A1,new6-a1-v1.1-historical-rate,claude,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__GGtFCUy,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,f97bce7e50e0c78ed56fc58a46621da06539e14870104fb557c95505fe038f44,current,new6-a1-v1.3-proven-formula-defects,SCORED,SCORED,True,SCORED,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.4214704322382650445,True,new6-a1-offline-v1.4-base-controls,new_fixed_judge,,0.4214704322382650445,0.371974774178318027307692307692307692307692307692,0.338977668805020015846153846153846153846153846154,False,False,False,claude-opus-5
B1-claude-R07,B1,new6-b1-v2,claude,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__6WPZDyV,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,96ed6b6d7d49bfdce88d7601eab5c94f9a5d1fe386a0df206ef83fcca5bcadb2,current,new6-b1-reader-v2.3.1,SCORED,SCORED,True,SCORED,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.614908445655595766,True,release_lock:new6-offline-reader-v1,new_fixed_judge,,0.614908445655595766,0.703775727427381358461538461538461538461538461538,0.763020581941905086769230769230769230769230769231,True,True,False,claude-opus-5
B1-claude-R04,B1,new6-b1-v2,claude,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__Ra6Hmef,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,80918d67927f5e4542078129f0b98545f17320a1b7fe7fc3841044ba8aa4b10d,current,new6-b1-reader-v2.3.1,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
B1-claude-R03,B1,new6-b1-v2,claude,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__kjgYY3u,763cb251b6b4825d,claude-opus-5,['claude-opus-5-thinking-high'],RESPONSE_MODEL_RECORDED,246d785f9d1a9a0ccd9cac39614d7654dab019a48d3e97fccf010706a4226915,current,new6-b1-reader-v2.3.1,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5-thinking-high
C2-claude-R03,C2,new6-c2-natural-v2,claude,NEW6-C-PARCEL-TARIFF-001-CLAUDE__VK5B9MC,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,d8b22414378d36581fa3cc61255b7da7d3f29a3b3fd62a1241b0850276e0800b,current,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
C2-claude-R08,C2,new6-c2-natural-v2,claude,NEW6-C-PARCEL-TARIFF-001-CLAUDE__ym4Nucw,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,ed1d582681a5163f1e202e06fbd332f4c66f9338f1198543d3dc13edda244c33,current,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,SCORED,True,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.648076923076923076923076923075,True,release_lock:new6-offline-reader-v1,reused_identical_fixed_judge,,0.648076923076923076923076923075,0.498520710059171597633136094673076923076923076923,0.398816568047337278106508875738461538461538461538,False,False,False,claude-opus-5
B1-claude-R05,B1,new6-b1-v2,claude,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__aA5LxC7,763cb251b6b4825d,claude-opus-5,['claude-opus-5-thinking-high'],RESPONSE_MODEL_RECORDED,,current,new6-b1-reader-v2.3.1,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5-thinking-high
A2-claude-R01,A2,new6-a2-v1.0-zambia,claude,NEW6-A-MACRO-SCENARIO-001-CLAUDE__foZNQkz,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,7a9814742dd06dd78c26ba3b7c731fdc7096f2b77489fe0e232c9bd2f4352069,offline_same_answer_fallback,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,SCORED,True,SCORED,new6-a2-offline-v1.4-report-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.31711069545581759994993594234289359823245,True,new6-a2-offline-v1.4-report-roles,reused_identical_fixed_judge,,0.31711069545581759994993594234289359823245,0.28031097298105388318038879608109682006315625,0.268044398822799310923873080660497894006725,False,False,False,claude-opus-5
B1-claude-R08,B1,new6-b1-v2,claude,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__kPxWvsW,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,3cf222ff506e2667b025e1ebaaa593bcb3437b145bbb5518ade00a52da75670e,current,new6-b1-reader-v2.3.1,SCORED,SCORED,True,SCORED,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.48464891429840862355,True,release_lock:new6-offline-reader-v1,new_fixed_judge,,0.48464891429840862355,0.493685978031742891741758241758241758241758241758,0.499710687187299070536263736263736263736263736264,False,False,False,claude-opus-5
A2-claude-R02,A2,new6-a2-v1.0-zambia,claude,NEW6-A-MACRO-SCENARIO-001-CLAUDE__Mq5NNBj,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,b4c272fbb0eb6f0b2f8ff87b6d23e94b8f958aa91d818c7d84badd0047eee8fc,offline_same_answer_fallback,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,SCORED,True,SCORED,new6-a2-offline-v1.4-report-roles,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.33061463843494193090812376252253317178404,True,new6-a2-offline-v1.4-report-roles,reused_identical_fixed_judge,,0.33061463843494193090812376252253317178404,0.3147545869780430863796211471970211885694125,0.30946790315907680487012027542185052749787,False,False,False,claude-opus-5
A2-claude-R04,A2,new6-a2-v1.0-zambia,claude,NEW6-A-MACRO-SCENARIO-001-CLAUDE__ZEaqiJG,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,c8be197c67bad2e43b5d83f961b87f6517b2c2d6058d63dcfcbda0cb4fac9280,current,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
C2-claude-R02,C2,new6-c2-natural-v2,claude,NEW6-C-PARCEL-TARIFF-001-CLAUDE__hTbK4kn,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,e3c3e70535bdf0a2909777b45b11f74da403a1bcbbfe03f98945aa430a0a3875,offline_same_answer_fallback,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,SCORED,True,SCORED,new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.66032895675752818609961467103,True,release_lock:new6-offline-reader-v1,reused_identical_fixed_judge,,0.66032895675752818609961467103,0.570882414289007695601102194492307692307692307692,0.511251385976660701935427210133846153846153846154,False,False,False,claude-opus-5
B1-claude-R06,B1,new6-b1-v2,claude,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__48RD98S,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,1d47e9fc866fc10773f08cec50197e2dbdff90fda79e51f2ec7636858b63b12e,current,new6-b1-reader-v2.3.1,SCORED,SCORED,True,SCORED,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.6030876601180160441,True,release_lock:new6-offline-reader-v1,new_fixed_judge,,0.6030876601180160441,0.685525306317887792164835164835164835164835164835,0.740483737117802290874725274725274725274725274725,False,True,False,claude-opus-5
A2-claude-R03,A2,new6-a2-v1.0-zambia,claude,NEW6-A-MACRO-SCENARIO-001-CLAUDE__XNZRoso,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,e46b61db0c8d1383ab0644d3984643c49561a40247cd45f15f8cab21ca1d974c,current,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
B1-claude-R01,B1,new6-b1-v2,claude,NEW6-B-RETAIL-CLOSE-001-CLAUDE-R__iwHy9vB,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,c16fa8d3bfbfbd1658ccafe71db2481146f2dc2df82a6bdf1ee49bb752c37c47,current,new6-b1-reader-v2.3.1,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5
A2-claude-R08,A2,new6-a2-v1.0-zambia,claude,NEW6-A-MACRO-SCENARIO-001-CLAUDE__ayigMop,763cb251b6b4825d,claude-opus-5,['claude-opus-5-thinking-high'],RESPONSE_MODEL_RECORDED,,current,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5-thinking-high
C2-claude-R04,C2,new6-c2-natural-v2,claude,NEW6-C-PARCEL-TARIFF-001-CLAUDE__JGUuWFH,763cb251b6b4825d,claude-opus-5,['claude-opus-5-thinking-high'],RESPONSE_MODEL_RECORDED,,current,new6-usps-facts-v2.4-natural-quote-layouts,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5-thinking-high
A1-claude-R08,A1,new6-a1-v1.1-historical-rate,claude,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__UavGXSg,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,f3afe61c9084149abc0b472f3d99ffbdeafa45fe24f88eab5e5dfa354c67540d,current,new6-a1-v1.3-proven-formula-defects,SCORED,SCORED,True,SCORED,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.50272657859834142,True,new6-a1-offline-v1.4-base-controls,new_fixed_judge,,0.50272657859834142,0.470459651030982230769230769230769230769230769231,0.448948365986076104615384615384615384615384615385,False,False,False,claude-opus-5
C2-claude-R06,C2,new6-c2-natural-v2,claude,NEW6-C-PARCEL-TARIFF-001-CLAUDE__ADaM4ZC,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,72a562445127c85bea8ba5237cdc04a9e11fb45f7a899c4f921adb9e8ecee61f,offline_same_answer_fallback,new6-usps-facts-v2.4-natural-quote-layouts,JUDGE_ERROR,SCORED,True,SCORED,new6-offline-reader-v1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.59193470220255934541648827361,True,release_lock:new6-offline-reader-v1,reused_identical_fixed_judge,,0.59193470220255934541648827361,0.497292428267702992977718252423076923076923076923,0.434197578977798758018538238298461538461538461538,False,False,False,claude-opus-5
A2-claude-R05,A2,new6-a2-v1.0-zambia,claude,NEW6-A-MACRO-SCENARIO-001-CLAUDE__nYyXtGY,763cb251b6b4825d,claude-opus-5,['claude-opus-5-thinking-high'],RESPONSE_MODEL_RECORDED,fabc4628e85d79e1dcf8fcd7a5f4ef8a9280c220f6b28512dbbe6164107efa50,current,new6-a2-facts-v1.3-real-gdp-labels,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5-thinking-high
A1-claude-R06,A1,new6-a1-v1.1-historical-rate,claude,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__cPm7haV,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,958f837e9a99b0158716cfa8f399c3f7ee700be4686d7f34728124408ea2dace,current,new6-a1-v1.3-proven-formula-defects,SCORED,SCORED,True,SCORED,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.607575065085855634,True,new6-a1-offline-v1.4-base-controls,new_fixed_judge,,0.607575065085855634,0.572824491753387704615384615384615384615384615385,0.549657442865075751692307692307692307692307692308,False,False,False,claude-opus-5
C2-claude-R07,C2,new6-c2-natural-v2,claude,NEW6-C-PARCEL-TARIFF-001-CLAUDE__twHWxPA,763cb251b6b4825d,claude-opus-5,['claude-opus-5-thinking-high'],RESPONSE_MODEL_RECORDED,,current,new6-usps-facts-v2.4-natural-quote-layouts,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,claude-opus-5-thinking-high
A1-claude-R03,A1,new6-a1-v1.1-historical-rate,claude,NEW6-A-FIN-RESTORE-001-CLAUDE-R0__Cd3aHWa,763cb251b6b4825d,claude-opus-5,['claude-opus-5'],RESPONSE_MODEL_RECORDED,bcb5f63d83fbc21ab4d9cd6a8042a22eeede1ab5d162ec8bf9afc6bf4332905c,current,new6-a1-v1.3-proven-formula-defects,SCORED,SCORED,True,SCORED,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.3229607708977881575,True,new6-a1-offline-v1.4-base-controls,new_fixed_judge,,0.3229607708977881575,0.307984712104998332692307692307692307692307692308,0.298000672909805116153846153846153846153846153846,False,False,False,claude-opus-5
B1-qwen-R05,B1,new6-b1-v2,qwen,N6GPAR-B1-QWEN-R05__nvzJDsc,8bc199823babfb1b,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,ec08871e24c73c556d6e1c8fcf43e36ecf2c5d1ceac9d6a2811510116c3788be,current,new6-b1-reader-v2.3.1,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
C2-qwen-R04,C2,new6-c2-natural-v2,qwen,N6BUDGET-C2-QWEN-R04__YvUJuMX,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,16accf756f6ff7531b8b433db8e21af7173e57bd9c661576eb772dddab080158,current,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,JUDGE_ERROR,True,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,True,release_lock:new6-offline-reader-v1,new_fixed_judge,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
C2-qwen-R01,C2,new6-c2-natural-v2,qwen,N6BUDGET-C2-QWEN-R01__pJ77K3R,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,,current,new6-usps-facts-v2.4-natural-quote-layouts,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A1-qwen-R07,A1,new6-a1-v1.1-historical-rate,qwen,NEW6-A-FIN-RESTORE-001-QWEN-R07__AygCGu8,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a1-v1.3-proven-formula-defects,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-a1-v1.3-proven-formula-defects,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B1-qwen-R04,B1,new6-b1-v2,qwen,N6BUDGET-B1-QWEN-R04__vhJc5US,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,,current,new6-b1-reader-v2.3.1,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A2-qwen-R03,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__fnKncWa,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B1-qwen-R03,B1,new6-b1-v2,qwen,N6BUDGET-B1-QWEN-R03__fnWfwXa,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,a9b8a040e07578ead35e53b0879d9cf4008958b0e58ac4ec32d84d8485d658ba,current,new6-b1-reader-v2.3.1,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
A2-qwen-R05,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__Y4Ji4hY,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a2-facts-v1.3-real-gdp-labels,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
C2-qwen-R07,C2,new6-c2-natural-v2,qwen,N6BUDGET-C2-QWEN-R07__GbGdnth,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,ca7ab5ad6ea25e1a81849101efec9fc7511f65a7d112d321ae2b835096857ae1,current,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,JUDGE_ERROR,True,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,True,release_lock:new6-offline-reader-v1,new_fixed_judge,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B1-qwen-R06,B1,new6-b1-v2,qwen,NEW6-B-RETAIL-CLOSE-001-QWEN-R06__MnV8uz7,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,4b5a9f0b03498de2856426059dd6a5a8a7fd9c6d1c1792e12c660752535c4496,current,new6-b1-reader-v2.3.1,JUDGE_ERROR,JUDGE_ERROR,True,JUDGE_ERROR,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B1-qwen-R07,B1,new6-b1-v2,qwen,N6BUDGET-B1-QWEN-R07__4CQayB5,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,,current,new6-b1-reader-v2.3.1,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
C2-qwen-R08,C2,new6-c2-natural-v2,qwen,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__SogAnJ9,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,b6393015c9f8ce988c953cc0777dce32dee3c519731be504f7eed32da2ad2ec2,current,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,SCORED,True,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.45458156129584701013272441845,True,release_lock:new6-offline-reader-v1,new_fixed_judge,,0.45458156129584701013272441845,0.517510291905896301500697105107692307692307692308,0.559462778979262495746012229546153846153846153846,False,False,False,REQUESTED_ONLY
A2-qwen-R02,A2,new6-a2-v1.0-zambia,qwen,NEW6-A-MACRO-SCENARIO-001-QWEN-R__SzVK5gp,cbe37eb4b4cfc204,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,,current,new6-a2-facts-v1.3-real-gdp-labels,OUTPUT_MISSING,OUTPUT_MISSING,True,OUTPUT_MISSING,new6-a2-facts-v1.3-real-gdp-labels,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B1-qwen-R08,B1,new6-b1-v2,qwen,N6BUDGET-B1-QWEN-R08__So7rPPg,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,,current,new6-b1-reader-v2.3.1,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
C2-qwen-R03,C2,new6-c2-natural-v2,qwen,NEW6-C-PARCEL-TARIFF-001-QWEN-R0__8jCvfpU,65581815cf47cb5d,openai/qwen3.8-max,[],PROVIDER_MODEL_IDENTITY_PENDING,6cc1e8135a1a80854c6b0a0d8a0e5a33efa55e6d44a4a63e42681ea9b1c5b305,current,new6-usps-facts-v2.4-natural-quote-layouts,SCORED,SCORED,True,SCORED,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,0.499999999999999999999999999998,True,release_lock:new6-offline-reader-v1,new_fixed_judge,,0.499999999999999999999999999998,0.384615384615384615384615384613846153846153846154,0.307692307692307692307692307691076923076923076923,False,False,False,REQUESTED_ONLY
C2-qwen-R02,C2,new6-c2-natural-v2,qwen,N6BUDGET-C2-QWEN-R02__pD2mpY9,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,,current,new6-usps-facts-v2.4-natural-quote-layouts,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-usps-facts-v2.4-natural-quote-layouts,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
B1-qwen-R02,B1,new6-b1-v2,qwen,N6BUDGET-B1-QWEN-R02__LqwoHKV,e5c00a4b8d2c76fd,openai/qwen3.8-max,[],REQUESTED_ONLY_NEW_GENERATION,,current,new6-b1-reader-v2.3.1,RUN_OR_COLLECTION_PENDING,RUN_OR_COLLECTION_PENDING,True,RUN_OR_COLLECTION_PENDING,new6-b1-reader-v2.3.1,34374f08f331e7184010c40b401f1630a49df394,new6-offline-reader-v1,,False,,retained_generation_or_unscored_status_not_new_judge_result,UNSCORED: inspect private fixed-Judge or generation receipt,,,,,,,REQUESTED_ONLY
