dataset,task_id,system,slot,trial_name,status,contract_issue,original,focus_50,focus_60,focus_70,pass_60
P15_V3,P15-C-PO-ADDENDUM-001,codex_gpt56sol,4,P15-C-PO-ADDENDUM-001__86wiDJS,SCORED,,63.33333333333333,61.17948717948718,62.46153846153846,63.743589743589745,False
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,6,P15-A-FIN-DEBUG-001__6DYxLiY,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,claude_opus5,5,P15-C-RECEIPTS-001__yy9zA4S,SCORED,,6.666666666666667,2.0,2.0,2.0,False
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,2,P15-B-SALES-DISCOVERY-001__pzuwiJe,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,qwen38max,3,P15-A-ENG-SIZING-001__dCKHBeE,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,5,P15-A-STAT-EXPERIMENT-001__PQoo9Te,SCORED,,69.56521739130434,69.0,69.33333333333334,69.66666666666667,False
P15_V3,P15-A-FIN-DEBUG-001,codex_gpt56sol,4,P15-A-FIN-DEBUG-001__ZPGWLAJ,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,4,P15-B-HEALTH-REPORT-001__iqq3VmU,SCORED,,29.629629629629626,24.4,19.733333333333334,15.066666666666666,False
P15_V3,P15-C-PO-ADDENDUM-001,claude_opus5,6,P15-C-PO-ADDENDUM-001__EyPZN4Y,SCORED,,50.0,47.84615384615385,46.46153846153846,45.07692307692307,False
P15_V3,P15-C-INVOICE-001,qwen38max,4,P15-C-INVOICE-001__YzNa2yw,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,claude_opus5,7,P15-C-STATEMENT-001__vCFfASs,SCORED,,76.66666666666667,75.23076923076924,76.3076923076923,77.38461538461539,True
P15_V3,P15-C-INVOICE-001,claude_opus5,6,P15-C-INVOICE-001__ENRKnxn,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,qwen38max,4,P15-A-FIN-DEBUG-001__9gXgihn,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,codex_gpt56sol,4,P15-B-FIN-RECON-001__n6wuxho,SCORED,,23.076923076923077,23.53846153846154,23.346153846153847,23.153846153846153,False
P15_V3,P15-B-HEALTH-REPORT-001,claude_opus5,6,P15-B-HEALTH-REPORT-001__AjBPfrw,SCORED,,74.07407407407408,68.18181818181817,61.81818181818181,55.45454545454545,False
P15_V3,P15-C-INVOICE-001,codex_gpt56sol,3,P15-C-INVOICE-001__4Dka9FE,SCORED,,75.86206896551724,75.86206896551724,75.86206896551724,75.86206896551724,True
P15_V3,P15-A-FIN-DCF-001,qwen38max,4,P15-A-FIN-DCF-001__i4jzaCi,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,claude_opus5,4,P15-C-QUOTE-001__358yaXq,SCORED,,6.896551724137931,2.0,2.0,2.0,False
P15_V3,P15-B-FIN-RECON-001,qwen38max,4,P15-B-FIN-RECON-001__SrtfhxZ,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,5,P15-B-SALES-DISCOVERY-001__mtfTaeG,SCORED,,68.0,65.0909090909091,72.36363636363636,79.63636363636364,True
P15_V3,P15-A-POLICY-EIA-001,qwen38max,4,P15-A-POLICY-EIA-001__aHyb7oo,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-A-FIN-DCF-001,claude_opus5,6,P15-A-FIN-DCF-001__Ku5EL5E,SCORED,,3.7037037037037033,2.0,2.0,2.0,False
P15_V3,P15-A-ENG-SIZING-001,claude_opus5,5,P15-A-ENG-SIZING-001__7r7PPLa,JUDGE_ERROR,,,,,,
P15_V3,P15-C-STATEMENT-001,qwen38max,4,P15-C-STATEMENT-001__V6BAgUp,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,6,P15-A-POLICY-EIA-001__wDzj5Yy,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,3,P15-C-QUOTE-001__TP7LcW4,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,4,P15-A-STAT-EXPERIMENT-001__AFqMGUg,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,codex_gpt56sol,4,P15-A-ENG-SIZING-001__Nv4s5uE,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,claude_opus5,7,P15-B-OPS-CLEAN-JOIN-001__sEX4ETg,JUDGE_ERROR,,,,,,
P15_V3,P15-C-PO-ADDENDUM-001,qwen38max,4,P15-C-PO-ADDENDUM-001__WgJCezU,SCORED,,63.33333333333333,61.17948717948718,62.46153846153846,63.743589743589745,False
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,4,P15-A-POLICY-EIA-001__Z8iiEoB,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,qwen38max,4,P15-A-ENG-SIZING-001__yHH24U3,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,codex_gpt56sol,3,P15-A-FIN-DCF-001__XtVVEWd,SCORED,,88.88888888888889,91.0,92.875,94.75,True
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,5,P15-B-HEALTH-REPORT-001__SbVsGb8,SCORED,,81.48148148148148,79.96363636363635,78.56969696969696,77.17575757575757,True
P15_V3,P15-C-INVOICE-001,qwen38max,5,P15-C-INVOICE-001__MRRn5xM,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,4,P15-C-RECEIPTS-001__YjFhTNQ,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,codex_gpt56sol,2,P15-B-OPS-CLEAN-JOIN-001__3A4RDxL,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,qwen38max,5,P15-A-FIN-DEBUG-001__nudYymK,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,4,P15-B-HEALTH-REPORT-001__o7UMTU4,SCORED,,92.5925925925926,93.60000000000001,94.93333333333334,96.26666666666667,True
P15_V3,P15-A-FIN-DCF-001,qwen38max,5,P15-A-FIN-DCF-001__rXCaZEU,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,4,P15-C-STATEMENT-001__HvhKakj,SCORED,,90.0,88.92307692307693,91.23076923076923,93.53846153846153,True
P15_V3,P15-B-FIN-RECON-001,qwen38max,5,P15-B-FIN-RECON-001__DDBffoS,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-A-POLICY-EIA-001,qwen38max,5,P15-A-POLICY-EIA-001__epgmdAe,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-C-PO-ADDENDUM-001,codex_gpt56sol,5,P15-C-PO-ADDENDUM-001__SDFoKeB,SCORED,,86.66666666666667,86.66666666666667,84.0,81.33333333333333,True
P15_V3,P15-C-STATEMENT-001,qwen38max,5,P15-C-STATEMENT-001__S7Z6bCV,SCORED,,90.0,88.92307692307693,91.23076923076923,93.53846153846153,True
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,3,P15-B-SALES-DISCOVERY-001__eCrNsTT,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,codex_gpt56sol,5,P15-A-FIN-DEBUG-001__BhAmKAq,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,5,P15-A-STAT-EXPERIMENT-001__HdYbirg,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,qwen38max,4,P15-B-OPS-CLEAN-JOIN-001__CRuEEJY,SCORED,,88.46153846153845,86.36363636363636,83.63636363636363,80.9090909090909,True
P15_V3,P15-B-FIN-RECON-001,codex_gpt56sol,5,P15-B-FIN-RECON-001__Kw9QwaD,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,3,P15-B-SALES-DISCOVERY-001__95zo8u2,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,qwen38max,6,P15-C-RECEIPTS-001__v5bq6xe,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,codex_gpt56sol,4,P15-C-INVOICE-001__WUWwYgg,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,4,P15-C-QUOTE-001__EUaDVfG,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,qwen38max,5,P15-C-PO-ADDENDUM-001__bgGE56H,SCORED,,50.0,47.84615384615385,46.46153846153846,45.07692307692307,False
P15_V3,P15-C-QUOTE-001,qwen38max,6,P15-C-QUOTE-001__qseM7SN,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,codex_gpt56sol,5,P15-A-ENG-SIZING-001__aisY2Yb,SCORED,,83.33333333333334,77.77777777777779,73.33333333333333,68.88888888888889,True
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,5,P15-A-POLICY-EIA-001__sLXLXvU,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,qwen38max,5,P15-A-ENG-SIZING-001__h4Stu3w,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,codex_gpt56sol,4,P15-A-FIN-DCF-001__3WbskXH,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,claude_opus5,8,P15-B-FIN-RECON-001__VGrJmaC,SCORED,,38.46153846153847,39.53846153846154,36.01282051282052,32.48717948717948,False
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,6,P15-B-HEALTH-REPORT-001__HQFW8nE,SCORED,,81.48148148148148,79.96363636363635,78.56969696969696,77.17575757575757,True
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,7,P15-A-FIN-DEBUG-001__KfL8SoG,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,5,P15-C-RECEIPTS-001__iRfoG3n,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,qwen38max,6,P15-C-INVOICE-001__coXj7sE,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,6,P15-A-STAT-EXPERIMENT-001__YkpPfzs,SCORED,,65.21739130434783,68.0,74.66666666666667,81.33333333333333,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,codex_gpt56sol,3,P15-B-OPS-CLEAN-JOIN-001__kAJfACz,SCORED,,92.3076923076923,93.14285714285714,94.57142857142857,96.0,True
P15_V3,P15-A-FIN-DEBUG-001,qwen38max,6,P15-A-FIN-DEBUG-001__Wqq4KbM,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,claude_opus5,6,P15-C-RECEIPTS-001__n9sALZQ,SCORED,,6.666666666666667,2.0,2.0,2.0,False
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,5,P15-B-HEALTH-REPORT-001__HgUsuAj,SCORED,,88.88888888888889,86.36363636363636,83.63636363636363,80.9090909090909,True
P15_V3,P15-C-PO-ADDENDUM-001,claude_opus5,7,P15-C-PO-ADDENDUM-001__es3pjAG,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,qwen38max,6,P15-A-FIN-DCF-001__ceaGFgK,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,qwen38max,6,P15-B-FIN-RECON-001__XopxuvR,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,4,P15-A-STAT-EXPERIMENT-001__Veo7a7V,SCORED,,73.91304347826086,70.0,64.0,57.99999999999999,False
P15_V3,P15-C-INVOICE-001,claude_opus5,7,P15-C-INVOICE-001__8FRvaYV,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-POLICY-EIA-001,qwen38max,6,P15-A-POLICY-EIA-001__KyHuixJ,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-HEALTH-REPORT-001,claude_opus5,7,P15-B-HEALTH-REPORT-001__dfto9qi,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,5,P15-C-STATEMENT-001__Eg3z8k9,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,claude_opus5,5,P15-C-QUOTE-001__cbgphjP,JUDGE_ERROR,,,,,,
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,6,P15-A-STAT-EXPERIMENT-001__qAJ9FkL,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,codex_gpt56sol,6,P15-C-PO-ADDENDUM-001__dkvewDG,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,6,P15-B-SALES-DISCOVERY-001__3opbBta,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,codex_gpt56sol,6,P15-A-FIN-DEBUG-001__YPvn6Gp,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,qwen38max,6,P15-C-STATEMENT-001__b4XEE6X,SCORED,,90.0,88.92307692307693,91.23076923076923,93.53846153846153,True
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,4,P15-B-SALES-DISCOVERY-001__h2eHH9F,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,qwen38max,5,P15-B-OPS-CLEAN-JOIN-001__RWnPHjv,SCORED,,84.61538461538461,81.81818181818183,78.18181818181819,74.54545454545455,True
P15_V3,P15-B-FIN-RECON-001,codex_gpt56sol,6,P15-B-FIN-RECON-001__n6hoqK2,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,4,P15-B-SALES-DISCOVERY-001__vqra2pZ,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,claude_opus5,8,P15-C-STATEMENT-001__FPYVrr9,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,codex_gpt56sol,5,P15-C-INVOICE-001__pkn7JfE,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,qwen38max,7,P15-C-RECEIPTS-001__AoLyLMj,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,5,P15-C-QUOTE-001__Fg4GZqN,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,qwen38max,6,P15-C-PO-ADDENDUM-001__DABNtRa,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,codex_gpt56sol,6,P15-A-ENG-SIZING-001__9hxj3cf,SCORED,,95.83333333333334,96.57142857142857,97.28571428571429,98.0,True
P15_V3,P15-C-QUOTE-001,qwen38max,7,P15-C-QUOTE-001__6j5v9hW,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,6,P15-A-POLICY-EIA-001__pckN2qQ,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,codex_gpt56sol,5,P15-A-FIN-DCF-001__Q5LdqKB,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,qwen38max,6,P15-A-ENG-SIZING-001__sLndKLt,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,6,P15-C-RECEIPTS-001__F4JpUne,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,7,P15-B-HEALTH-REPORT-001__vu5fotR,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,codex_gpt56sol,4,P15-B-OPS-CLEAN-JOIN-001__SvnkQDG,SCORED,,84.61538461538461,81.81818181818183,78.18181818181819,74.54545454545455,True
P15_V3,P15-C-INVOICE-001,qwen38max,7,P15-C-INVOICE-001__YtvsazF,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,qwen38max,7,P15-A-FIN-DEBUG-001__DkzsPGc,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,qwen38max,7,P15-A-FIN-DCF-001__EnsuFpM,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,6,P15-B-HEALTH-REPORT-001__naVomB7,SCORED,,92.5925925925926,93.60000000000001,94.93333333333334,96.26666666666667,True
P15_V3,P15-B-FIN-RECON-001,qwen38max,7,P15-B-FIN-RECON-001__ptoRgdS,SCORED,,69.23076923076923,71.07692307692308,65.6923076923077,60.30769230769231,False
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,5,P15-A-STAT-EXPERIMENT-001__iKruV6Y,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,6,P15-C-STATEMENT-001__D2S4J6b,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-POLICY-EIA-001,qwen38max,7,P15-A-POLICY-EIA-001__mZ6QDyY,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-C-PO-ADDENDUM-001,codex_gpt56sol,7,P15-C-PO-ADDENDUM-001__NPG84b5,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,codex_gpt56sol,7,P15-A-FIN-DEBUG-001__o4igxaQ,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,5,P15-B-SALES-DISCOVERY-001__88WUHJq,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,7,P15-A-STAT-EXPERIMENT-001__NF5b2Wu,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,codex_gpt56sol,7,P15-B-FIN-RECON-001__GuE8WRD,SCORED,,69.23076923076923,71.07692307692308,65.6923076923077,60.30769230769231,False
P15_V3,P15-C-INVOICE-001,codex_gpt56sol,6,P15-C-INVOICE-001__xkeTxye,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,qwen38max,7,P15-C-STATEMENT-001__oNibPm6,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,qwen38max,6,P15-B-OPS-CLEAN-JOIN-001__DSQh3g5,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,6,P15-C-QUOTE-001__WaGVAYc,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,5,P15-B-SALES-DISCOVERY-001__HRZyr8F,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,codex_gpt56sol,7,P15-A-ENG-SIZING-001__QPuZNC3,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,7,P15-A-POLICY-EIA-001__SccKBiG,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,codex_gpt56sol,6,P15-A-FIN-DCF-001__6qM5Nn7,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,7,P15-C-RECEIPTS-001__6XjnPTR,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,codex_gpt56sol,5,P15-B-OPS-CLEAN-JOIN-001__nX36HQa,SCORED,,73.07692307692307,68.18181818181817,61.81818181818181,55.45454545454545,False
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,7,P15-B-HEALTH-REPORT-001__U9tRfds,SCORED,,92.5925925925926,93.60000000000001,94.93333333333334,96.26666666666667,True
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,6,P15-A-STAT-EXPERIMENT-001__oUwHeWt,SCORED,,91.30434782608695,90.0,88.0,86.0,True
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,8,P15-B-HEALTH-REPORT-001__ijCZBPb,SCORED,,92.5925925925926,93.60000000000001,94.93333333333334,96.26666666666667,True
P15_V3,P15-C-INVOICE-001,qwen38max,8,P15-C-INVOICE-001__JhLrxwd,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,5,P15-B-PUBLIC-PIVOT-001__VEexsmN,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,6,P15-B-PUBLIC-PIVOT-001__txAhFb3,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,7,P15-B-PUBLIC-PIVOT-001__ieYKr2Z,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,3,P15-B-PUBLIC-PIVOT-001__fahw3cN,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,qwen38max,8,P15-A-FIN-DEBUG-001__shYTCQ5,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,4,P15-B-PUBLIC-PIVOT-001__raALUev,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,5,P15-B-PUBLIC-PIVOT-001__ZpgkF5y,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,6,P15-B-PUBLIC-PIVOT-001__5qEedtU,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,claude_opus5,6,P15-C-QUOTE-001__mYmHuJN,SCORED,,17.24137931034483,12.285714285714286,10.142857142857142,8.0,False
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,7,P15-C-STATEMENT-001__rrPKT7G,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,qwen38max,2,P15-B-PUBLIC-PIVOT-001__Hn9zZgq,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,claude_opus5,6,P15-A-ENG-SIZING-001__2XXXGqH,SCORED,,79.16666666666666,76.47619047619048,74.57142857142857,72.66666666666667,True
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,6,P15-B-SALES-DISCOVERY-001__67CtWFn,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,claude_opus5,7,P15-A-FIN-DCF-001__iue5TvE,SCORED,,22.22222222222222,21.0,21.125,21.25,False
P15_V3,P15-B-OPS-CLEAN-JOIN-001,codex_gpt56sol,6,P15-B-OPS-CLEAN-JOIN-001__h3q8SSz,SCORED,,84.61538461538461,81.81818181818183,78.18181818181819,74.54545454545455,True
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,7,P15-A-POLICY-EIA-001__6HXj2nG,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,0.0,0.0,0.0,0.0,False
P15_V3,P15-B-PUBLIC-PIVOT-001,qwen38max,3,P15-B-PUBLIC-PIVOT-001__zn2XeiX,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,codex_gpt56sol,8,P15-C-PO-ADDENDUM-001__2koPbzL,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,7,P15-A-STAT-EXPERIMENT-001__Yx5puoe,JUDGE_ERROR,,,,,,
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,7,P15-B-SALES-DISCOVERY-001__B2WT7xN,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,qwen38max,7,P15-B-OPS-CLEAN-JOIN-001__qgY47E5,SCORED,,84.61538461538461,81.81818181818183,78.18181818181819,74.54545454545455,True
P15_V3,P15-C-QUOTE-001,claude_opus5,7,P15-C-QUOTE-001__YGcMeD3,SCORED,,65.51724137931035,63.208791208791204,61.45054945054945,59.692307692307686,False
P15_V3,P15-C-RECEIPTS-001,claude_opus5,7,P15-C-RECEIPTS-001__WqEBMtH,SCORED,,16.666666666666664,13.076923076923078,10.76923076923077,8.461538461538462,False
P15_V3,P15-A-ENG-SIZING-001,claude_opus5,7,P15-A-ENG-SIZING-001__erRSqUx,SCORED,,45.83333333333333,49.047619047619044,52.85714285714286,56.666666666666664,False
P15_V3,P15-B-OPS-CLEAN-JOIN-001,claude_opus5,8,P15-B-OPS-CLEAN-JOIN-001__bNH9ZRh,SCORED,,73.07692307692307,71.53246753246754,70.03896103896103,68.54545454545455,True
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,6,P15-B-SALES-DISCOVERY-001__S7iRc65,SCORED,,100.0,100.0,100.0,100.0,True
